,,,,,"2011 to 2015","25"
,,,,,"2016 to 2021 7","95"
,,,,"El Salvador","Total immigrant population 5 6","4,485"
,,,,,"Before 1980","50"
,,,,,"1980 to 1990","1,890"
,,,,,"1991 to 2000","1,485"
,,,,,"2001 to 2005","200"
,,,,,"2006 to 2010","290"
,,,,,"2011 to 2015","245"
,,,,,"2016 to 2021 7","330"
,,,,"Guatemala","Total immigrant population 5 6","1,635"
,,,,,"Before 1980","40"
,,,,,"1980 to 1990","500"
,,,,,"1991 to 2000","500"
,,,,,"2001 to 2005","155"
,,,,,"2006 to 2010","115"
,,,,,"2011 to 2015","205"
,,,,,"2016 to 2021 7","120"
,,,,"Honduras","Total immigrant population 5 6","1,120"
,,,,,"Before 1980","30"
,,,,,"1980 to 1990","75"
,,,,,"1991 to 2000","305"
,,,,,"2001 to 2005","115"
,,,,,"2006 to 2010","90"
,,,,,"2011 to 2015","200"
,,,,,"2016 to 2021 7","305"
,,,,"Mexico","Total immigrant population 5 6","10,060"
,,,,,"Before 1980","390"
,,,,,"1980 to 1990","645"
,,,,,"1991 to 2000","1,440"
,,,,,"2001 to 2005","1,270"
,,,,,"2006 to 2010","1,640"
,,,,,"2011 to 2015","2,215"
,,,,,"2016 to 2021 7","2,460"
,,,,"Nicaragua","Total immigrant population 5 6","1,125"
,,,,,"Before 1980","20"
,,,,,"1980 to 1990","470"
,,,,,"1991 to 2000","415"
,,,,,"2001 to 2005","60"
,,,,,"2006 to 2010","55"
,,,,,"2011 to 2015","25"
,,,,,"2016 to 2021 7","90"
,,,,"Panama","Total immigrant population 5 6","205"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","25"
,,,,,"1991 to 2000","70"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","30"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","50"
,,,,"Anguilla","Total immigrant population 5 6","10"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Antigua and Barbuda","Total immigrant population 5 6","75"
,,,,,"Before 1980","25"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","25"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Aruba","Total immigrant population 5 6","25"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Bahamas","Total immigrant population 5 6","145"
,,,,,"Before 1980","25"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","15"
,,,,,"2006 to 2010","20"
,,,,,"2011 to 2015","15"
,,,,,"2016 to 2021 7","60"
,,,,"Barbados","Total immigrant population 5 6","380"
,,,,,"Before 1980","240"
,,,,,"1980 to 1990","40"
,,,,,"1991 to 2000","30"
,,,,,"2001 to 2005","15"
,,,,,"2006 to 2010","20"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","20"
,,,,"Bermuda","Total immigrant population 5 6","100"
,,,,,"Before 1980","30"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","15"
,,,,,"2016 to 2021 7","10"
,,,,"Bonaire, Sint Eustatius and Saba","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Cayman Islands","Total immigrant population 5 6","15"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Cuba","Total immigrant population 5 6","535"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","40"
,,,,,"1991 to 2000","100"
,,,,,"2001 to 2005","100"
,,,,,"2006 to 2010","120"
,,,,,"2011 to 2015","105"
,,,,,"2016 to 2021 7","60"
,,,,"Curaçao","Total immigrant population 5 6","30"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","15"
,,,,"Dominica","Total immigrant population 5 6","50"
,,,,,"Before 1980","20"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","15"
,,,,,"2016 to 2021 7","0"
,,,,"Dominican Republic","Total immigrant population 5 6","345"
,,,,,"Before 1980","35"
,,,,,"1980 to 1990","25"
,,,,,"1991 to 2000","45"
,,,,,"2001 to 2005","30"
,,,,,"2006 to 2010","45"
,,,,,"2011 to 2015","35"
,,,,,"2016 to 2021 7","125"
,,,,"Grenada","Total immigrant population 5 6","195"
,,,,,"Before 1980","110"
,,,,,"1980 to 1990","25"
,,,,,"1991 to 2000","25"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","15"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Guadeloupe","Total immigrant population 5 6","15"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Haiti","Total immigrant population 5 6","250"
,,,,,"Before 1980","45"
,,,,,"1980 to 1990","40"
,,,,,"1991 to 2000","60"
,,,,,"2001 to 2005","25"
,,,,,"2006 to 2010","35"
,,,,,"2011 to 2015","25"
,,,,,"2016 to 2021 7","20"
,,,,"Jamaica","Total immigrant population 5 6","2,455"
,,,,,"Before 1980","1,005"
,,,,,"1980 to 1990","320"
,,,,,"1991 to 2000","245"
,,,,,"2001 to 2005","140"
,,,,,"2006 to 2010","130"
,,,,,"2011 to 2015","225"
,,,,,"2016 to 2021 7","385"
,,,,"Martinique","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Montserrat","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Puerto Rico","Total immigrant population 5 6","60"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","20"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","15"
,,,,,"2016 to 2021 7","15"
,,,,"Saint Barthélemy","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Saint Kitts and Nevis","Total immigrant population 5 6","65"
,,,,,"Before 1980","35"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Saint Lucia","Total immigrant population 5 6","75"
,,,,,"Before 1980","20"
,,,,,"1980 to 1990","30"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","15"
,,,,,"2016 to 2021 7","10"
,,,,"Saint Martin (French part)","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Saint Vincent and the Grenadines","Total immigrant population 5 6","290"
,,,,,"Before 1980","140"
,,,,,"1980 to 1990","35"
,,,,,"1991 to 2000","40"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","35"
,,,,,"2011 to 2015","25"
,,,,,"2016 to 2021 7","0"
,,,,"Sint Maarten (Dutch part)","Total immigrant population 5 6","10"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Trinidad and Tobago","Total immigrant population 5 6","1,975"
,,,,,"Before 1980","1,170"
,,,,,"1980 to 1990","250"
,,,,,"1991 to 2000","295"
,,,,,"2001 to 2005","55"
,,,,,"2006 to 2010","105"
,,,,,"2011 to 2015","30"
,,,,,"2016 to 2021 7","75"
,,,,"Turks and Caicos Islands","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Virgin Islands, British","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Virgin Islands, United States","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Argentina","Total immigrant population 5 6","1,430"
,,,,,"Before 1980","320"
,,,,,"1980 to 1990","185"
,,,,,"1991 to 2000","220"
,,,,,"2001 to 2005","255"
,,,,,"2006 to 2010","105"
,,,,,"2011 to 2015","65"
,,,,,"2016 to 2021 7","285"
,,,,"Bolivia 8","Total immigrant population 5 6","195"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","25"
,,,,,"2001 to 2005","55"
,,,,,"2006 to 2010","25"
,,,,,"2011 to 2015","15"
,,,,,"2016 to 2021 7","45"
,,,,"Brazil","Total immigrant population 5 6","7,100"
,,,,,"Before 1980","245"
,,,,,"1980 to 1990","170"
,,,,,"1991 to 2000","355"
,,,,,"2001 to 2005","345"
,,,,,"2006 to 2010","670"
,,,,,"2011 to 2015","685"
,,,,,"2016 to 2021 7","4,625"
,,,,"Chile","Total immigrant population 5 6","2,275"
,,,,,"Before 1980","865"
,,,,,"1980 to 1990","430"
,,,,,"1991 to 2000","250"
,,,,,"2001 to 2005","140"
,,,,,"2006 to 2010","150"
,,,,,"2011 to 2015","120"
,,,,,"2016 to 2021 7","320"
,,,,"Colombia","Total immigrant population 5 6","4,145"
,,,,,"Before 1980","240"
,,,,,"1980 to 1990","150"
,,,,,"1991 to 2000","510"
,,,,,"2001 to 2005","1,040"
,,,,,"2006 to 2010","775"
,,,,,"2011 to 2015","605"
,,,,,"2016 to 2021 7","820"
,,,,"Ecuador","Total immigrant population 5 6","520"
,,,,,"Before 1980","40"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","65"
,,,,,"2001 to 2005","50"
,,,,,"2006 to 2010","115"
,,,,,"2011 to 2015","125"
,,,,,"2016 to 2021 7","120"
,,,,"Falkland Islands (Malvinas)","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"French Guiana","Total immigrant population 5 6","10"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Guyana","Total immigrant population 5 6","995"
,,,,,"Before 1980","565"
,,,,,"1980 to 1990","195"
,,,,,"1991 to 2000","115"
,,,,,"2001 to 2005","30"
,,,,,"2006 to 2010","40"
,,,,,"2011 to 2015","20"
,,,,,"2016 to 2021 7","25"
,,,,"Paraguay","Total immigrant population 5 6","475"
,,,,,"Before 1980","325"
,,,,,"1980 to 1990","55"
,,,,,"1991 to 2000","25"
,,,,,"2001 to 2005","20"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","20"
,,,,,"2016 to 2021 7","15"
,,,,"Peru","Total immigrant population 5 6","2,875"
,,,,,"Before 1980","295"
,,,,,"1980 to 1990","585"
,,,,,"1991 to 2000","600"
,,,,,"2001 to 2005","360"
,,,,,"2006 to 2010","550"
,,,,,"2011 to 2015","255"
,,,,,"2016 to 2021 7","235"
,,,,"South Georgia and the South Sandwich Islands","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Suriname","Total immigrant population 5 6","40"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","10"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","10"
,,,,"Uruguay","Total immigrant population 5 6","215"
,,,,,"Before 1980","105"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","25"
,,,,,"2001 to 2005","20"
,,,,,"2006 to 2010","15"
,,,,,"2011 to 2015","20"
,,,,,"2016 to 2021 7","20"
,,,,"Venezuela 9","Total immigrant population 5 6","1,590"
,,,,,"Before 1980","105"
,,,,,"1980 to 1990","145"
,,,,,"1991 to 2000","175"
,,,,,"2001 to 2005","150"
,,,,,"2006 to 2010","305"
,,,,,"2011 to 2015","285"
,,,,,"2016 to 2021 7","420"
,,,,"Austria","Total immigrant population 5 6","1,460"
,,,,,"Before 1980","925"
,,,,,"1980 to 1990","130"
,,,,,"1991 to 2000","165"
,,,,,"2001 to 2005","50"
,,,,,"2006 to 2010","35"
,,,,,"2011 to 2015","50"
,,,,,"2016 to 2021 7","100"
,,,,"Belgium","Total immigrant population 5 6","925"
,,,,,"Before 1980","320"
,,,,,"1980 to 1990","80"
,,,,,"1991 to 2000","90"
,,,,,"2001 to 2005","85"
,,,,,"2006 to 2010","65"
,,,,,"2011 to 2015","65"
,,,,,"2016 to 2021 7","220"
,,,,"France","Total immigrant population 5 6","4,360"
,,,,,"Before 1980","950"
,,,,,"1980 to 1990","305"
,,,,,"1991 to 2000","485"
,,,,,"2001 to 2005","265"
,,,,,"2006 to 2010","345"
,,,,,"2011 to 2015","680"
,,,,,"2016 to 2021 7","1,330"
,,,,"Germany","Total immigrant population 5 6","11,545"
,,,,,"Before 1980","6,870"
,,,,,"1980 to 1990","1,040"
,,,,,"1991 to 2000","1,140"
,,,,,"2001 to 2005","385"
,,,,,"2006 to 2010","670"
,,,,,"2011 to 2015","645"
,,,,,"2016 to 2021 7","795"
,,,,"Liechtenstein","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Luxembourg","Total immigrant population 5 6","35"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","15"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","10"
,,,,"Monaco","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Netherlands","Total immigrant population 5 6","5,145"
,,,,,"Before 1980","3,665"
,,,,,"1980 to 1990","465"
,,,,,"1991 to 2000","265"
,,,,,"2001 to 2005","145"
,,,,,"2006 to 2010","195"
,,,,,"2011 to 2015","200"
,,,,,"2016 to 2021 7","215"
,,,,"Switzerland","Total immigrant population 5 6","1,475"
,,,,,"Before 1980","745"
,,,,,"1980 to 1990","145"
,,,,,"1991 to 2000","220"
,,,,,"2001 to 2005","75"
,,,,,"2006 to 2010","65"
,,,,,"2011 to 2015","105"
,,,,,"2016 to 2021 7","120"
,,,,"Belarus","Total immigrant population 5 6","920"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","45"
,,,,,"1991 to 2000","210"
,,,,,"2001 to 2005","195"
,,,,,"2006 to 2010","215"
,,,,,"2011 to 2015","110"
,,,,,"2016 to 2021 7","135"
,,,,"Bulgaria","Total immigrant population 5 6","1,695"
,,,,,"Before 1980","25"
,,,,,"1980 to 1990","40"
,,,,,"1991 to 2000","540"
,,,,,"2001 to 2005","580"
,,,,,"2006 to 2010","310"
,,,,,"2011 to 2015","115"
,,,,,"2016 to 2021 7","95"
,,,,"Czechia","Total immigrant population 5 6","3,085"
,,,,,"Before 1980","1,090"
,,,,,"1980 to 1990","915"
,,,,,"1991 to 2000","365"
,,,,,"2001 to 2005","170"
,,,,,"2006 to 2010","45"
,,,,,"2011 to 2015","155"
,,,,,"2016 to 2021 7","335"
,,,,"Estonia","Total immigrant population 5 6","225"
,,,,,"Before 1980","85"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","70"
,,,,,"2001 to 2005","30"
,,,,,"2006 to 2010","10"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","0"
,,,,"Hungary","Total immigrant population 5 6","2,745"
,,,,,"Before 1980","1,070"
,,,,,"1980 to 1990","670"
,,,,,"1991 to 2000","285"
,,,,,"2001 to 2005","240"
,,,,,"2006 to 2010","120"
,,,,,"2011 to 2015","180"
,,,,,"2016 to 2021 7","190"
,,,,"Latvia","Total immigrant population 5 6","455"
,,,,,"Before 1980","80"
,,,,,"1980 to 1990","20"
,,,,,"1991 to 2000","120"
,,,,,"2001 to 2005","75"
,,,,,"2006 to 2010","35"
,,,,,"2011 to 2015","75"
,,,,,"2016 to 2021 7","55"
,,,,"Lithuania","Total immigrant population 5 6","310"
,,,,,"Before 1980","45"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","45"
,,,,,"2001 to 2005","55"
,,,,,"2006 to 2010","30"
,,,,,"2011 to 2015","35"
,,,,,"2016 to 2021 7","70"
,,,,"Moldova 10","Total immigrant population 5 6","915"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","160"
,,,,,"2001 to 2005","140"
,,,,,"2006 to 2010","190"
,,,,,"2011 to 2015","215"
,,,,,"2016 to 2021 7","200"
,,,,"Poland","Total immigrant population 5 6","9,210"
,,,,,"Before 1980","1,160"
,,,,,"1980 to 1990","4,130"
,,,,,"1991 to 2000","2,530"
,,,,,"2001 to 2005","285"
,,,,,"2006 to 2010","345"
,,,,,"2011 to 2015","340"
,,,,,"2016 to 2021 7","420"
,,,,"Romania","Total immigrant population 5 6","7,235"
,,,,,"Before 1980","310"
,,,,,"1980 to 1990","775"
,,,,,"1991 to 2000","2,400"
,,,,,"2001 to 2005","1,565"
,,,,,"2006 to 2010","1,275"
,,,,,"2011 to 2015","500"
,,,,,"2016 to 2021 7","410"
,,,,"Russian Federation","Total immigrant population 5 6","9,350"
,,,,,"Before 1980","170"
,,,,,"1980 to 1990","105"
,,,,,"1991 to 2000","2,155"
,,,,,"2001 to 2005","1,895"
,,,,,"2006 to 2010","1,750"
,,,,,"2011 to 2015","1,530"
,,,,,"2016 to 2021 7","1,740"
,,,,"Slovakia","Total immigrant population 5 6","1,915"
,,,,,"Before 1980","375"
,,,,,"1980 to 1990","390"
,,,,,"1991 to 2000","400"
,,,,,"2001 to 2005","285"
,,,,,"2006 to 2010","105"
,,,,,"2011 to 2015","85"
,,,,,"2016 to 2021 7","275"
,,,,"Ukraine","Total immigrant population 5 6","7,090"
,,,,,"Before 1980","350"
,,,,,"1980 to 1990","210"
,,,,,"1991 to 2000","2,080"
,,,,,"2001 to 2005","1,160"
,,,,,"2006 to 2010","740"
,,,,,"2011 to 2015","970"
,,,,,"2016 to 2021 7","1,585"
,,,,"Åland Islands","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Denmark","Total immigrant population 5 6","1,715"
,,,,,"Before 1980","1,340"
,,,,,"1980 to 1990","100"
,,,,,"1991 to 2000","75"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","60"
,,,,,"2011 to 2015","35"
,,,,,"2016 to 2021 7","95"
,,,,"Faroe Islands","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Finland","Total immigrant population 5 6","1,260"
,,,,,"Before 1980","845"
,,,,,"1980 to 1990","125"
,,,,,"1991 to 2000","60"
,,,,,"2001 to 2005","60"
,,,,,"2006 to 2010","40"
,,,,,"2011 to 2015","40"
,,,,,"2016 to 2021 7","90"
,,,,"Guernsey","Total immigrant population 5 6","25"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Iceland","Total immigrant population 5 6","90"
,,,,,"Before 1980","30"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","20"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","30"
,,,,"Ireland 11","Total immigrant population 5 6","5,030"
,,,,,"Before 1980","1,155"
,,,,,"1980 to 1990","390"
,,,,,"1991 to 2000","210"
,,,,,"2001 to 2005","60"
,,,,,"2006 to 2010","250"
,,,,,"2011 to 2015","865"
,,,,,"2016 to 2021 7","2,105"
,,,,"Isle of Man","Total immigrant population 5 6","30"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Jersey","Total immigrant population 5 6","60"
,,,,,"Before 1980","20"
,,,,,"1980 to 1990","15"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","15"
,,,,,"2016 to 2021 7","0"
,,,,"Norway","Total immigrant population 5 6","655"
,,,,,"Before 1980","440"
,,,,,"1980 to 1990","40"
,,,,,"1991 to 2000","60"
,,,,,"2001 to 2005","10"
,,,,,"2006 to 2010","50"
,,,,,"2011 to 2015","10"
,,,,,"2016 to 2021 7","45"
,,,,"Sark","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Svalbard and Jan Mayen","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Sweden","Total immigrant population 5 6","1,040"
,,,,,"Before 1980","375"
,,,,,"1980 to 1990","150"
,,,,,"1991 to 2000","145"
,,,,,"2001 to 2005","45"
,,,,,"2006 to 2010","60"
,,,,,"2011 to 2015","70"
,,,,,"2016 to 2021 7","195"
,,,,"United Kingdom 12","Total immigrant population 5 6","51,440"
,,,,,"Before 1980","28,055"
,,,,,"1980 to 1990","5,855"
,,,,,"1991 to 2000","4,305"
,,,,,"2001 to 2005","2,085"
,,,,,"2006 to 2010","3,705"
,,,,,"2011 to 2015","2,875"
,,,,,"2016 to 2021 7","4,555"
,,,,"Albania","Total immigrant population 5 6","455"
,,,,,"Before 1980","10"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","80"
,,,,,"2001 to 2005","160"
,,,,,"2006 to 2010","70"
,,,,,"2011 to 2015","75"
,,,,,"2016 to 2021 7","65"
,,,,"Andorra","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Bosnia and Herzegovina","Total immigrant population 5 6","3,785"
,,,,,"Before 1980","260"
,,,,,"1980 to 1990","50"
,,,,,"1991 to 2000","2,945"
,,,,,"2001 to 2005","215"
,,,,,"2006 to 2010","130"
,,,,,"2011 to 2015","90"
,,,,,"2016 to 2021 7","90"
,,,,"Croatia","Total immigrant population 5 6","3,695"
,,,,,"Before 1980","1,850"
,,,,,"1980 to 1990","175"
,,,,,"1991 to 2000","1,110"
,,,,,"2001 to 2005","70"
,,,,,"2006 to 2010","80"
,,,,,"2011 to 2015","150"
,,,,,"2016 to 2021 7","265"
,,,,"Gibraltar","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Greece","Total immigrant population 5 6","2,550"
,,,,,"Before 1980","1,730"
,,,,,"1980 to 1990","250"
,,,,,"1991 to 2000","190"
,,,,,"2001 to 2005","65"
,,,,,"2006 to 2010","35"
,,,,,"2011 to 2015","125"
,,,,,"2016 to 2021 7","160"
,,,,"Holy See (Vatican City State)","Total immigrant population 5 6","0"
,,,,,"Before 1980","0"
,,,,,"1980 to 1990","0"
,,,,,"1991 to 2000","0"
,,,,,"2001 to 2005","0"
,,,,,"2006 to 2010","0"
,,,,,"2011 to 2015","0"
,,,,,"2016 to 2021 7","0"
,,,,"Italy","Total immigrant population 5 6","9,090"
,,,,,"Before 1980","6,910"
,,,,,"1980 to 1990","415"
,,,,,"1991 to 2000","235"
,,,,,"2001 to 2005","110"
,,,,,"2006 to 2010","220"
,,,,,"2011 to 2015","405"
,,,,,"2016 to 2021 7","800"
,,,,"Kosovo 13","Total immigrant population 5 6","590"
,,,,,"Before 1980","15"
,,,,,"1980 to 1990","10"
,,,,,"1991 to 2000","340"
